,carat,cut,color,clarity,depth,table,price,x,y,z
8425,0.3,Ideal,H,VS2,62.6,55.0,491,4.28,4.31,2.69
8426,0.56,Ideal,I,VS1,60.5,55.0,1406,5.33,5.39,3.24
8427,0.33,Ideal,E,SI1,61.2,56.0,702,4.46,4.49,2.74
8428,1.11,Premium,E,SI2,62.5,58.0,4664,6.63,6.61,4.14
8429,0.72,Very Good,H,VS2,62.9,58.0,2396,5.7,5.75,3.6
8430,0.28,Ideal,F,VVS2,61.6,55.0,612,4.22,4.26,2.61
8431,1.57,Ideal,J,VS1,62.1,54.0,9683,7.46,7.49,4.64
8432,0.39,Ideal,G,SI1,60.5,56.0,866,4.77,4.79,2.89
8433,2.03,Very Good,E,SI2,63.7,58.0,16412,7.91,7.94,5.05
8434,0.7,Very Good,G,VS1,61.4,55.0,2748,5.7,5.74,3.51
8435,0.58,Ideal,E,VS1,61.8,57.0,2046,5.33,5.35,3.3
8436,1.5,Very Good,J,I1,63.3,58.0,5141,7.27,7.23,4.59
8437,0.61,Ideal,D,SI1,61.6,55.0,1904,5.49,5.51,3.39
8438,0.36,Ideal,F,VS1,61.6,56.0,819,4.62,4.64,2.85
8439,0.38,Premium,E,VS2,62.2,59.0,866,4.63,4.67,2.89
8440,1.06,Ideal,J,VS2,62.4,54.0,4643,6.51,6.57,4.08
8441,0.5,Very Good,G,VS1,59.4,60.0,1624,5.13,5.17,3.06
8442,0.31,Ideal,I,VVS2,61.6,57.0,698,4.39,4.35,2.69
8443,0.95,Premium,F,SI2,58.4,57.0,2867,6.49,6.41,3.77
8444,0.9,Premium,J,VS1,62.1,62.0,2964,6.12,6.05,3.78
8445,0.54,Very Good,G,VVS1,60.7,56.0,2123,5.25,5.3,3.2
8446,0.73,Ideal,G,VS1,61.2,56.0,3589,5.82,5.85,3.57
8447,0.64,Premium,D,SI1,62.3,58.0,2074,5.53,5.49,3.43
8448,1.56,Premium,H,SI2,58.8,59.0,8954,7.64,7.6,4.48
8449,0.43,Very Good,G,VVS2,60.2,56.0,976,4.95,4.97,2.99
8450,0.51,Good,G,VS2,63.9,56.0,1443,5.1,5.07,3.25
8451,0.5,Ideal,E,VS1,61.1,58.0,2034,5.12,5.08,3.11
8452,0.51,Ideal,E,VS2,60.4,57.0,1656,5.15,5.18,3.12
8453,2.03,Very Good,I,SI2,62.8,60.0,13063,7.99,8.05,5.04
8454,1.04,Premium,G,SI2,61.2,58.0,4200,6.5,6.57,4.0
8455,2.24,Ideal,F,SI2,60.3,59.0,17989,8.47,8.5,5.12
8456,0.41,Ideal,I,VS1,61.8,53.0,753,4.81,4.84,2.98
8457,1.0,Ideal,E,SI2,62.9,56.0,3450,6.32,6.3,3.97
8458,0.33,Very Good,I,VS1,59.9,62.0,575,4.48,4.57,2.71
8459,1.01,Premium,E,VS2,58.0,61.0,7240,6.53,6.5,3.94
8460,1.02,Premium,G,VS2,62.7,58.0,5506,6.44,6.36,4.01
8461,0.71,Good,F,VS2,57.8,60.0,2777,5.87,5.9,3.4
8462,1.04,Ideal,H,SI2,62.1,56.0,4484,6.5,6.48,4.03
8463,1.1,Ideal,H,VS2,62.6,57.0,4048,6.61,6.56,4.12
8464,1.08,Ideal,G,SI1,61.7,56.0,5439,6.6,6.63,4.08
8465,1.14,Premium,H,VS2,61.7,60.0,5937,6.74,6.67,4.14
8466,0.3,Very Good,I,VVS1,63.1,57.0,709,4.29,4.27,2.7
8467,0.37,Premium,D,VS2,61.0,59.0,1124,4.63,4.59,2.81
8468,0.9,Very Good,G,SI1,62.9,56.0,3945,6.11,6.17,3.86
8469,0.5,Ideal,D,SI1,61.6,55.0,1654,5.13,5.1,3.15
8470,1.17,Premium,F,VS2,60.2,58.0,8256,6.88,6.85,4.13
8471,0.36,Premium,E,VVS2,61.7,59.0,1102,4.56,4.52,2.8
8472,0.32,Ideal,E,VS2,62.3,56.0,702,4.38,4.41,2.74
8473,1.0,Very Good,F,SI1,63.1,56.0,4474,6.36,6.34,4.01
8474,1.01,Ideal,D,VVS2,61.9,56.0,11442,6.41,6.45,3.98
8475,1.06,Very Good,I,SI1,62.7,56.0,4197,6.46,6.5,4.06
8476,1.71,Premium,E,SI1,62.2,58.0,14190,7.61,7.67,4.75
8477,1.28,Premium,I,VS2,62.5,61.0,6451,6.89,6.86,4.3
8478,0.54,Ideal,G,VS1,62.2,56.0,1637,5.19,5.23,3.24
8479,0.57,Ideal,F,VVS1,61.9,54.8,2339,5.3,5.36,3.3
8480,0.4,Very Good,F,VS1,63.1,56.0,895,4.68,4.7,2.96
8481,1.14,Very Good,G,SI2,59.5,59.0,4935,6.79,6.85,4.06
8482,1.29,Premium,H,VS2,62.4,57.0,6987,6.98,6.92,4.34
8483,0.32,Premium,E,VS2,61.0,59.0,702,4.44,4.45,2.71
8484,1.26,Premium,E,SI2,62.9,59.0,6085,6.85,6.82,4.3
8485,1.01,Good,E,SI1,64.3,59.0,4181,6.31,6.28,4.05
8486,0.58,Ideal,G,SI1,62.0,58.0,1408,5.33,5.38,3.32
8487,0.52,Ideal,F,SI1,61.8,55.0,1624,5.19,5.15,3.2
8488,1.09,Premium,G,VS2,61.0,59.0,7032,6.65,6.6,4.04
8489,1.5,Very Good,I,VS2,60.1,60.0,8974,7.38,7.35,4.43
8490,0.52,Ideal,G,VS1,62.7,57.0,1815,5.15,5.12,3.22
8491,0.53,Ideal,E,VS1,61.5,57.0,1928,5.22,5.25,3.22
8492,1.0,Premium,E,VS1,58.7,62.0,7392,6.6,6.55,3.86
8493,1.04,Ideal,E,SI1,62.6,53.0,6260,6.49,6.52,4.07
8494,0.73,Ideal,J,VS2,62.8,55.0,2054,5.69,5.72,3.58
8495,0.54,Premium,F,SI1,59.7,59.0,1369,5.36,5.3,3.18
8496,0.7,Very Good,G,VVS2,63.6,57.0,2681,5.59,5.63,3.57
8497,0.31,Ideal,H,VVS2,62.6,56.0,802,4.37,4.32,2.72
8498,0.6,Very Good,J,SI2,62.9,60.0,1022,5.34,5.38,3.37
8499,0.35,Ideal,G,VVS2,61.9,57.0,676,4.49,4.52,2.79
8500,2.0,Premium,D,SI2,61.6,59.0,17674,8.09,8.2,5.02
8501,0.7,Ideal,F,VS2,61.4,58.0,3011,5.7,5.73,3.51
8502,1.63,Ideal,I,VVS2,62.3,54.7,12174,7.49,7.52,4.69
8503,0.71,Ideal,H,VS2,61.9,55.0,3189,5.74,5.77,3.56
8504,0.64,Ideal,D,VS2,60.7,59.0,2224,5.58,5.62,3.4
8505,2.02,Premium,H,SI1,63.0,60.0,13453,7.85,7.79,4.93
8506,0.5,Ideal,H,VVS1,61.9,54.0,1648,5.13,5.14,3.18
8507,0.5,Ideal,H,VS1,60.5,57.0,1449,5.15,5.19,3.13
8508,0.7,Fair,I,VS1,60.2,66.0,2234,5.77,5.62,3.44
8509,1.03,Very Good,G,SI2,63.5,56.0,4413,6.37,6.33,4.03
8510,1.29,Very Good,I,SI1,63.6,57.0,5771,6.88,6.92,4.39
8511,0.81,Ideal,H,SI1,62.3,58.0,2951,5.95,5.96,3.71
8512,0.5,Ideal,E,SI2,62.5,57.0,1240,5.07,5.04,3.16
8513,0.3,Premium,I,VVS1,61.2,60.0,709,4.29,4.27,2.62
8514,0.38,Ideal,F,SI1,61.1,57.0,660,4.7,4.72,2.88
8515,0.55,Very Good,D,SI2,63.3,56.0,1295,5.22,5.24,3.31
8516,2.29,Premium,J,IF,61.4,60.0,18594,8.49,8.45,5.2
8517,0.4,Premium,G,SI2,61.9,61.0,765,4.74,4.69,2.92
8518,0.31,Ideal,E,VS2,61.7,55.0,872,4.39,4.36,2.7
8519,0.61,Ideal,D,VVS1,62.3,54.0,3625,5.4,5.45,3.38
8520,1.0,Good,E,VS1,63.6,59.0,7260,6.32,6.35,4.03
8521,1.0,Very Good,G,SI1,63.1,56.0,4295,6.41,6.31,4.01
8522,0.31,Very Good,E,VVS1,59.9,62.0,763,4.4,4.41,2.64
8523,1.22,Premium,G,SI2,60.2,58.0,5534,6.92,6.9,4.16
8524,0.35,Good,E,VS1,61.3,65.0,938,4.51,4.53,2.77
8525,1.51,Good,H,VS1,59.9,61.0,10129,7.34,7.39,4.41
8526,1.01,Good,E,SI1,63.5,58.0,4546,6.28,6.35,4.01
8527,1.06,Ideal,I,SI1,62.8,56.0,4333,6.52,6.47,4.08
8528,0.72,Very Good,J,SI1,58.3,62.0,1886,5.87,5.93,3.44
8529,0.46,Ideal,I,SI1,61.9,55.0,850,4.97,4.98,3.08
8530,0.9,Good,F,SI2,63.9,55.0,3453,6.15,6.12,3.92
8531,0.71,Premium,H,VS2,62.2,59.0,2352,5.68,5.64,3.52
8532,0.58,Premium,E,SI1,60.6,56.0,1949,5.42,5.38,3.27
8533,0.42,Very Good,G,VS2,62.1,55.0,854,4.8,4.83,2.99
8534,1.0,Very Good,H,VS2,63.3,60.0,4514,6.31,6.22,3.97
8535,0.41,Premium,D,VS1,60.6,59.0,1082,4.84,4.8,2.92
8536,1.57,Very Good,I,VS2,60.3,58.0,10447,7.58,7.55,4.56
8537,1.09,Ideal,G,VVS2,61.2,57.0,8295,6.62,6.66,4.06
8538,0.4,Premium,G,VS2,61.9,58.0,753,4.74,4.76,2.94
8539,1.01,Ideal,F,SI1,62.3,58.0,5646,6.35,6.42,3.98
8540,0.33,Ideal,E,VVS1,61.6,55.0,1130,4.44,4.46,2.74
8541,1.05,Ideal,E,VVS2,62.4,56.0,8982,6.49,6.52,4.06
8542,1.65,Ideal,I,SI1,61.7,55.0,10365,7.6,7.63,4.7
8543,0.31,Ideal,E,SI2,61.7,56.0,435,4.35,4.4,2.7
8544,0.72,Fair,E,SI2,68.4,64.0,2125,5.38,5.32,3.66
8545,2.0,Premium,H,SI1,63.0,54.0,14319,8.07,7.99,5.06
8546,1.18,Good,D,SI2,60.7,63.0,5168,6.77,6.81,4.12
8547,0.71,Very Good,E,VS2,63.7,54.0,2682,5.65,5.66,3.6
8548,0.7,Very Good,I,VS1,62.4,59.0,2274,5.55,5.64,3.49
8549,0.5,Ideal,D,VVS2,61.9,55.1,2639,5.07,5.1,3.15
8550,1.01,Premium,H,VS1,61.9,57.0,4779,6.43,6.39,3.97
8551,0.25,Very Good,F,VVS2,63.0,57.0,548,3.98,4.08,2.54
8552,0.41,Ideal,F,SI2,62.6,57.0,603,4.68,4.77,2.96
8553,1.01,Premium,F,SI2,61.3,60.0,4497,6.43,6.4,3.93
8554,0.46,Premium,E,VS1,61.9,58.0,1372,4.91,4.94,3.05
8555,0.5,Good,G,VVS2,61.2,63.3,1690,5.06,5.08,3.1
8556,0.53,Ideal,D,SI1,62.0,55.0,1631,5.22,5.24,3.24
8557,0.71,Good,H,SI1,63.5,57.0,2096,5.64,5.67,3.59
8558,0.29,Very Good,G,VVS2,60.9,57.0,541,4.28,4.32,2.61
8559,0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49
8560,1.02,Very Good,F,SI2,59.6,59.0,3974,6.51,6.54,3.89
8561,0.35,Premium,E,SI2,61.5,59.0,491,4.52,4.56,2.79
8562,0.84,Premium,G,SI2,62.6,58.0,2573,6.01,5.98,3.75
8563,1.52,Ideal,G,VS2,62.1,56.0,13768,7.39,7.34,4.57
8564,0.72,Ideal,I,VVS2,61.0,57.0,2602,5.81,5.84,3.55
8565,1.09,Fair,H,SI1,64.4,60.0,5085,6.49,6.42,4.16
8566,0.53,Ideal,E,VS2,62.3,57.0,1956,5.23,5.19,3.25
8567,1.02,Ideal,E,VS1,62.2,54.0,8011,6.44,6.46,4.01
8568,0.31,Very Good,H,SI1,62.4,60.0,446,4.32,4.34,2.7
8569,0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47
8570,1.26,Ideal,H,SI2,61.8,54.0,6597,6.95,6.99,4.31
8571,0.4,Very Good,E,VVS2,63.7,59.0,1075,4.66,4.69,2.98
8572,1.51,Fair,H,VS2,64.9,53.0,7534,7.28,7.24,4.71
8573,0.7,Premium,G,SI1,59.9,58.0,2016,5.8,5.68,3.44
8574,0.41,Premium,F,VVS2,62.4,58.0,1192,4.76,4.7,2.95
8575,1.01,Fair,D,SI2,64.7,57.0,3871,6.31,6.27,4.07
8576,0.7,Ideal,F,SI1,61.3,57.0,2700,5.75,5.71,3.51
8577,1.0,Ideal,G,VS1,62.7,53.0,7114,6.39,6.46,4.03
8578,0.33,Premium,H,VS1,62.4,60.0,540,4.39,4.42,2.75
8579,2.01,Very Good,G,SI1,63.5,60.0,15038,7.98,7.89,5.04
8580,1.09,Premium,E,SI2,60.9,59.0,5127,6.75,6.61,4.07
8581,0.3,Premium,H,VS1,60.4,61.0,675,4.34,4.3,2.61
8582,0.61,Good,F,VS2,63.0,64.2,1971,5.29,5.32,3.34
8583,2.03,Good,I,SI1,62.7,61.0,15339,8.04,7.93,5.01
8584,2.0,Good,G,SI1,59.1,61.0,17930,8.14,8.18,4.82
8585,1.01,Good,G,SI1,59.8,61.0,5277,6.45,6.49,3.87
8586,0.7,Very Good,I,VS1,62.4,58.0,1971,5.62,5.67,3.52
8587,5.01,Fair,J,I1,65.5,59.0,18018,10.74,10.54,6.98
8588,1.0,Good,G,SI1,63.9,60.0,4824,6.27,6.22,3.99
8589,0.5,Ideal,H,VS2,60.3,55.0,1306,5.16,5.21,3.13
8590,0.34,Ideal,G,IF,61.9,54.0,974,4.51,4.53,2.8
8591,0.51,Ideal,D,VS2,61.8,55.0,1787,5.1,5.16,3.17
8592,0.9,Good,G,SI2,63.8,56.0,3246,6.16,6.13,3.92
8593,1.05,Very Good,H,VS2,59.0,59.0,5370,6.68,6.71,3.95
8594,1.0,Premium,E,VS1,61.4,59.0,7885,6.44,6.42,3.95
8595,0.4,Good,F,IF,63.5,58.0,1404,4.69,4.7,2.98
8596,1.5,Premium,D,VS2,61.8,60.0,15102,7.3,7.37,4.53
8597,0.72,Fair,E,SI1,56.9,61.0,2498,5.91,5.97,3.38
8598,0.32,Very Good,E,VS2,62.8,54.0,702,4.35,4.38,2.74
8599,0.8,Ideal,G,VS2,62.1,57.0,3494,5.95,6.0,3.71
8600,0.3,Good,H,VS1,63.3,56.0,526,4.26,4.3,2.71
8601,1.5,Premium,F,VS2,61.5,58.0,14199,7.36,7.34,4.52
8602,1.14,Ideal,F,VVS2,62.7,55.0,9316,6.7,6.6,4.17
8603,0.51,Premium,F,VS2,61.0,58.0,1687,5.17,5.1,3.13
8604,0.31,Very Good,F,VS2,61.1,58.1,605,4.33,4.37,2.66
8605,0.71,Premium,G,SI2,59.9,59.0,1717,5.79,5.82,3.48
8606,0.42,Premium,G,SI1,61.7,58.0,737,4.76,4.8,2.95
8607,1.01,Premium,H,VS1,60.9,62.0,5000,6.52,6.49,3.96
8608,1.28,Ideal,F,SI2,62.3,55.0,6458,6.96,6.91,4.32
8609,0.43,Ideal,G,VVS1,60.5,57.0,1207,4.86,4.92,2.96
8610,0.53,Very Good,H,SI1,61.7,55.0,1189,5.2,5.24,3.22
8611,1.57,Ideal,G,VS2,61.4,55.0,13713,7.48,7.52,4.61
8612,0.4,Very Good,E,VS2,63.8,55.0,791,4.66,4.71,2.99
8613,1.14,Ideal,I,VS1,61.7,53.0,5863,6.75,6.77,4.17
8614,1.04,Very Good,G,SI1,61.8,59.0,5070,6.49,6.55,4.03
8615,1.51,Very Good,J,VS2,61.0,58.0,7744,7.35,7.41,4.5
8616,1.21,Ideal,I,VS2,62.0,60.0,6135,6.77,6.84,4.22
8617,1.2,Premium,G,VS2,59.4,58.0,7258,6.91,6.85,4.09
8618,0.33,Premium,H,VS1,61.5,58.0,743,4.46,4.39,2.72
8619,0.92,Very Good,H,SI2,62.8,59.0,3417,6.14,6.16,3.86
8620,1.06,Ideal,E,SI1,59.6,54.0,5250,6.64,6.62,3.95
8621,1.22,Premium,D,VS2,59.4,59.0,9756,6.99,6.92,4.13
8622,0.36,Ideal,E,VS2,61.9,56.0,1013,4.56,4.55,2.82
8623,0.9,Premium,H,SI2,61.1,58.0,2732,6.21,6.13,3.77
8624,0.73,Very Good,G,SI1,60.6,59.0,2585,5.83,5.85,3.54
8625,0.72,Very Good,J,SI2,60.1,58.0,1788,5.79,5.82,3.49
8626,1.06,Fair,J,SI2,61.0,66.0,2992,6.54,6.35,3.93
8627,1.59,Good,G,SI1,63.8,56.0,8441,7.41,7.34,4.71
8628,1.53,Premium,I,SI1,61.5,59.0,8911,7.39,7.32,4.52
8629,1.51,Premium,H,VS1,62.4,60.0,10743,7.27,7.34,4.56
8630,0.58,Very Good,F,SI1,62.6,57.0,1373,5.24,5.36,3.32
8631,0.34,Ideal,I,SI1,61.9,57.0,589,4.52,4.49,2.79
8632,1.01,Good,J,SI1,63.6,54.0,3699,6.44,6.36,4.07
8633,0.54,Ideal,G,VVS1,62.0,57.0,2030,5.25,5.21,3.24
8634,1.0,Very Good,G,VVS2,62.3,58.0,7528,6.39,6.45,4.0
8635,1.38,Ideal,F,VVS1,62.9,56.0,15968,7.04,7.1,4.45
8636,0.3,Very Good,G,VS1,61.7,60.0,605,4.24,4.28,2.63
8637,0.3,Ideal,G,VS2,62.3,56.0,675,4.3,4.27,2.67
8638,0.72,Very Good,E,SI1,62.6,59.0,2474,5.66,5.71,3.56
8639,0.7,Very Good,I,SI2,58.8,60.0,1876,5.8,5.83,3.42
8640,0.57,Ideal,D,VS2,61.8,56.0,2103,5.34,5.31,3.29
8641,0.31,Ideal,E,IF,61.0,57.0,1319,4.36,4.39,2.67
8642,0.33,Very Good,E,VS2,62.8,56.0,627,4.4,4.42,2.77
8643,0.58,Very Good,E,SI1,59.6,57.0,1453,5.41,5.42,3.23
8644,1.71,Premium,I,SI1,60.2,58.0,11003,7.75,7.79,4.68
8645,1.0,Ideal,I,SI1,58.5,55.0,3472,6.47,6.42,3.77
8646,1.61,Ideal,H,VS2,61.4,57.0,11045,7.52,7.57,4.63
8647,1.05,Ideal,F,VVS2,61.9,57.0,8870,6.5,6.52,4.03
8648,1.2,Ideal,D,VS2,61.4,55.0,9424,6.78,6.87,4.19
8649,1.03,Premium,I,SI1,62.0,58.0,4326,6.47,6.43,4.0
8650,1.71,Very Good,H,VS1,63.5,59.0,9974,7.59,7.52,4.8
8651,1.33,Premium,G,VS1,60.2,60.0,9813,7.12,7.2,4.31
8652,0.32,Very Good,G,VS1,62.1,55.0,645,4.41,4.44,2.75
8653,0.34,Ideal,H,IF,62.0,53.0,863,4.49,4.51,2.79
8654,1.87,Ideal,J,SI1,62.3,57.0,10137,7.88,7.82,4.89
8655,0.71,Very Good,G,SI1,62.9,56.0,2184,5.68,5.73,3.59
8656,0.38,Ideal,H,VVS2,62.2,54.6,832,4.62,4.66,2.89
8657,1.0,Very Good,E,SI2,62.5,59.0,4308,6.31,6.37,3.96
8658,0.53,Ideal,E,VS2,60.8,55.0,1707,5.26,5.3,3.21
8659,0.3,Ideal,H,VS2,62.3,57.0,491,4.25,4.29,2.66
8660,0.33,Ideal,D,VS2,62.6,56.0,1002,4.43,4.39,2.76
8661,0.38,Ideal,D,VVS2,60.3,57.0,1060,4.77,4.71,2.86
8662,1.72,Good,D,SI2,63.4,62.0,12248,7.53,7.59,4.79
8663,0.51,Premium,G,VS2,61.2,60.0,1546,5.17,5.12,3.15
8664,0.52,Ideal,I,VS2,61.5,56.0,1214,5.19,5.21,3.2
8665,0.3,Very Good,G,VVS2,62.3,57.0,655,4.26,4.28,2.66
8666,1.51,Ideal,F,VS2,62.4,56.0,14247,7.38,7.31,4.58
8667,0.43,Ideal,E,VS2,61.9,56.0,1048,4.88,4.85,3.01
8668,1.53,Very Good,G,SI1,62.5,56.0,9971,7.32,7.36,4.59
8669,1.2,Ideal,I,VS1,59.3,57.0,5765,6.95,7.04,4.15
8670,0.7,Fair,E,SI2,58.7,68.0,1723,5.77,5.72,3.37
8671,1.36,Premium,E,VVS2,59.8,59.0,13598,7.12,7.2,4.38
8672,0.43,Ideal,G,VS1,62.3,56.0,943,4.82,4.85,3.01
8673,1.23,Premium,F,VS2,60.8,59.0,8959,6.9,6.94,4.21
8674,0.91,Premium,G,SI1,62.2,57.0,3816,6.17,6.12,3.82
8675,0.33,Ideal,D,VS1,61.0,56.0,978,4.49,4.52,2.75
8676,0.49,Premium,G,VS2,61.0,59.0,1225,5.13,5.06,3.11
8677,1.13,Ideal,H,SI1,61.3,57.0,4556,6.72,6.7,4.11
8678,1.53,Very Good,G,VVS2,62.5,57.0,15466,7.33,7.38,4.6
8679,0.33,Ideal,G,VVS2,60.1,57.0,752,4.48,4.51,2.7
8680,1.3,Ideal,I,SI1,62.3,58.0,6451,6.94,7.0,4.34
8681,1.54,Ideal,G,SI2,62.3,60.0,8923,7.29,7.34,4.56
8682,1.19,Ideal,E,SI1,61.3,57.0,6911,6.81,6.83,4.18
8683,1.01,Very Good,E,SI1,62.6,57.0,4986,6.38,6.43,4.01
8684,0.23,Ideal,G,VS1,61.6,55.0,384,3.96,3.99,2.45
8685,0.7,Good,F,VVS1,63.2,58.0,3018,5.58,5.62,3.54
8686,0.72,Very Good,E,VS2,59.8,57.0,3270,5.84,5.89,3.51
8687,0.55,Ideal,E,VS1,61.5,57.0,1857,5.27,5.23,3.23
8688,0.7,Very Good,G,VS2,59.6,60.0,2501,5.71,5.8,3.43
8689,2.01,Very Good,H,I1,61.7,63.0,8104,7.94,7.91,4.89
8690,0.3,Good,I,SI1,63.2,55.0,405,4.25,4.29,2.7
8691,2.15,Ideal,H,SI1,61.5,60.0,18470,8.17,8.29,5.06
8692,1.02,Premium,G,VS2,59.2,59.0,6169,6.66,6.58,3.92
8693,1.2,Ideal,F,VS1,62.9,53.0,9032,6.86,6.81,4.3
8694,0.32,Ideal,F,VS2,62.4,57.0,828,4.38,4.34,2.72
8695,0.52,Ideal,F,VVS1,62.3,56.0,2333,5.14,5.16,3.21
8696,1.21,Ideal,H,VVS2,60.4,57.0,7954,6.9,6.93,4.18
8697,0.42,Premium,D,SI1,60.8,59.0,1040,4.85,4.82,2.94
8698,0.5,Premium,E,VS2,62.3,60.0,1746,5.09,5.05,3.16
8699,0.9,Ideal,G,VS1,61.6,55.0,4460,6.27,6.23,3.85
8700,1.52,Good,H,SI1,63.6,57.0,10078,7.3,7.25,4.63
8701,1.03,Ideal,D,SI1,62.3,56.0,5249,6.51,6.45,4.04
8702,0.55,Very Good,E,VS2,62.3,61.0,1669,5.16,5.21,3.23
8703,0.72,Ideal,D,VS2,62.8,57.0,3179,5.68,5.73,3.58
8704,1.01,Very Good,F,SI1,61.9,57.0,4619,6.37,6.42,3.96
8705,1.57,Premium,H,VS1,61.7,58.0,10880,7.47,7.56,4.64
8706,0.9,Very Good,D,SI2,61.0,61.0,3371,6.15,6.17,3.76
8707,1.04,Very Good,J,SI2,63.5,59.0,3810,6.37,6.42,4.06
8708,0.52,Premium,G,SI1,58.6,62.0,1092,5.28,5.24,3.08
8709,0.31,Ideal,D,VS2,62.2,54.0,942,4.34,4.31,2.69
8710,2.09,Ideal,I,SI1,61.4,56.0,16704,8.23,8.27,5.06
8711,1.5,Fair,F,VS2,65.3,57.0,13853,7.15,7.12,4.66
8712,0.7,Ideal,F,SI1,61.8,54.0,2635,5.71,5.75,3.54
8713,1.0,Very Good,E,SI2,58.7,59.0,4975,6.5,6.58,3.84
8714,1.3,Premium,H,SI2,60.1,57.0,6406,7.17,7.13,4.3
8715,1.17,Ideal,D,SI2,62.7,57.0,5949,6.72,6.7,4.21
8716,0.32,Very Good,G,VVS1,61.4,55.0,772,4.41,4.45,2.72
8717,0.38,Ideal,G,VVS1,59.7,60.0,979,4.71,4.74,2.82
8718,2.11,Ideal,H,SI2,61.5,57.0,12179,8.3,8.25,5.09
8719,1.02,Ideal,G,SI2,62.7,57.0,4291,6.42,6.44,4.03
8720,1.11,Premium,E,SI2,61.6,61.0,4177,6.66,6.61,4.09
8721,0.79,Very Good,H,SI2,63.2,55.0,2348,5.93,5.9,3.74
8722,0.38,Premium,G,SI1,61.4,61.0,855,4.66,4.62,2.85
8723,0.29,Very Good,F,VVS1,62.1,55.0,731,4.26,4.28,2.65
8724,1.52,Very Good,G,VS2,61.6,56.0,12730,7.37,7.43,4.56
8725,0.73,Premium,E,VS1,61.2,58.0,3311,5.83,5.77,3.55
8726,1.51,Premium,G,VVS2,62.9,60.0,13828,7.3,7.21,4.56
8727,1.02,Ideal,G,SI1,62.2,56.0,5082,6.44,6.46,4.01
8728,0.52,Ideal,D,SI1,61.8,56.0,1605,5.18,5.15,3.19
8729,0.9,Very Good,F,VS2,62.6,58.0,4681,6.08,6.13,3.82
8730,0.63,Ideal,F,VVS2,61.2,56.0,3351,5.53,5.55,3.39
8731,0.31,Premium,G,VS2,62.4,59.0,698,4.38,4.34,2.72
8732,0.38,Ideal,E,SI1,61.9,55.0,700,4.64,4.7,2.89
8733,1.6,Premium,G,VVS2,60.6,60.0,16215,7.57,7.51,4.57
8734,0.3,Very Good,G,SI1,58.8,60.0,447,4.35,4.39,2.57
8735,1.15,Very Good,E,IF,59.2,57.0,12895,6.78,6.86,4.04
8736,0.7,Very Good,H,VS2,61.8,58.0,2567,5.64,5.68,3.5
8737,0.32,Premium,E,SI2,61.7,60.0,449,4.38,4.41,2.71
8738,0.44,Very Good,D,VS2,62.8,58.0,850,4.79,4.86,3.03
8739,0.53,Ideal,F,VS1,61.7,56.0,1630,5.2,5.22,3.21
8740,0.5,Ideal,E,VS2,61.8,55.0,1746,5.11,5.06,3.14
8741,0.33,Premium,F,VS2,60.1,58.0,666,4.45,4.47,2.68
8742,1.03,Premium,G,SI2,60.6,60.0,4557,6.53,6.5,3.95
8743,0.68,Very Good,G,VS1,60.7,58.0,2114,5.68,5.75,3.47
8744,0.3,Ideal,H,SI1,62.4,52.8,475,4.28,4.33,2.69
8745,0.52,Very Good,E,SI1,59.3,59.0,1438,5.26,5.3,3.13
8746,1.22,Ideal,G,IF,61.7,56.0,11111,6.87,6.91,4.25
8747,0.3,Very Good,G,VS2,61.8,60.0,505,4.29,4.25,2.64
8748,0.7,Good,G,VS2,63.1,58.0,2282,5.66,5.69,3.58
8749,1.0,Very Good,F,SI2,63.2,59.0,3799,6.31,6.25,3.97
8750,0.72,Premium,F,SI1,62.6,59.0,2318,5.74,5.69,3.58
8751,0.72,Ideal,H,VVS1,61.4,56.0,3124,5.79,5.77,3.55
8752,0.42,Ideal,E,VS2,61.8,57.0,958,4.77,4.81,2.96
8753,1.01,Good,E,SI1,64.1,62.0,4480,6.26,6.19,3.99
8754,1.21,Premium,J,SI1,59.9,60.0,4770,6.89,6.86,4.12
8755,0.41,Good,G,I1,63.8,56.0,467,4.7,4.74,3.01
8756,0.76,Premium,E,SI2,59.3,62.0,2329,6.01,5.96,3.55
8757,0.72,Ideal,D,VS2,60.5,57.0,3275,5.81,5.83,3.52
8758,0.7,Very Good,E,SI1,62.7,59.0,2753,5.63,5.67,3.54
8759,0.76,Ideal,F,SI1,60.1,57.0,2607,5.95,5.99,3.59
8760,0.32,Good,E,SI1,63.3,55.0,524,4.33,4.36,2.75
8761,0.45,Good,D,VS2,63.7,61.0,1197,4.81,4.73,3.04
8762,0.56,Ideal,F,VS2,62.3,55.0,1608,5.28,5.32,3.3
8763,0.3,Ideal,G,IF,61.5,56.0,863,4.32,4.36,2.67
8764,1.21,Premium,G,VS2,60.3,60.0,8294,6.89,6.83,4.14
8765,0.32,Premium,I,VS1,61.9,58.0,505,4.36,4.4,2.71
8766,1.72,Good,F,SI1,64.3,60.0,13499,7.52,7.56,4.85
8767,0.54,Ideal,F,VS1,60.9,56.0,1937,5.27,5.29,3.21
8768,1.01,Good,I,VS1,64.2,60.0,3484,6.35,6.27,4.05
8769,1.31,Ideal,G,VS1,61.9,56.0,10099,7.03,7.13,4.38
