,carat,cut,color,depth,table,price,x,y,z
1799,2.04,Very Good,I,61.0,61.0,16616,8.08,8.14,4.95
1800,0.34,Ideal,G,61.6,56.0,1014,4.48,4.51,2.77
1801,1.71,Ideal,F,61.9,57.0,16384,7.73,7.62,4.75
1802,0.78,Ideal,G,61.7,56.0,3056,5.9,5.93,3.65
1803,0.44,Ideal,E,62.6,56.0,810,4.84,4.9,3.05
1804,0.9,Premium,I,60.7,58.0,3145,6.3,6.19,3.79
1805,0.32,Premium,D,58.9,60.0,756,4.49,4.47,2.64
1806,0.3,Ideal,G,62.3,56.0,477,4.29,4.31,2.68
1807,1.01,Very Good,H,63.6,56.0,4873,6.31,6.37,4.03
1808,0.4,Ideal,F,61.8,58.0,1168,4.72,4.76,2.93
1809,1.08,Good,G,63.2,57.0,4241,6.5,6.54,4.12
1810,1.54,Very Good,G,63.0,59.0,11708,7.3,7.36,4.62
1811,0.41,Good,E,59.5,62.0,760,4.85,4.87,2.89
1812,0.52,Ideal,G,61.1,56.0,1100,5.19,5.22,3.18
1813,0.46,Ideal,I,61.4,57.0,1006,4.96,5.0,3.06
1814,0.7,Ideal,D,61.1,57.0,3278,5.73,5.75,3.51
1815,0.35,Ideal,F,61.4,54.0,706,4.54,4.58,2.8
1816,0.71,Premium,F,60.1,62.0,2790,5.77,5.74,3.46
1817,0.58,Ideal,E,61.5,55.0,1758,5.39,5.34,3.3
1818,2.02,Premium,H,61.5,58.0,17166,8.14,8.1,4.99
1819,1.02,Good,G,63.1,59.0,7800,6.38,6.45,4.05
1820,0.41,Ideal,E,61.3,56.0,1431,4.81,4.79,2.94
1821,0.35,Very Good,D,63.0,57.0,644,4.46,4.52,2.83
1822,0.5,Good,E,63.7,55.0,1077,5.03,5.08,3.22
1823,0.29,Ideal,G,62.8,54.0,607,4.21,4.24,2.65
1824,0.52,Very Good,H,63.9,59.0,1664,5.08,5.1,3.25
1825,0.33,Premium,E,60.9,58.0,579,4.46,4.5,2.73
1826,0.52,Ideal,E,61.3,56.0,2675,5.18,5.2,3.18
1827,0.24,Very Good,E,61.7,60.0,430,3.97,4.0,2.46
1828,0.81,Ideal,H,61.4,57.0,2375,6.0,5.96,3.67
1829,1.54,Premium,G,62.2,59.0,15983,7.41,7.37,4.6
1830,0.5,Good,D,64.2,55.0,1701,5.01,5.08,3.24
1831,1.51,Good,E,64.3,58.0,7314,7.24,7.15,4.62
1832,0.43,Ideal,G,62.0,55.0,1207,4.82,4.85,3.0
1833,0.33,Ideal,G,61.2,56.0,946,4.47,4.51,2.75
1834,0.72,Premium,J,63.0,56.0,1875,5.72,5.67,3.59
1835,1.22,Ideal,F,61.2,57.0,13029,6.88,6.92,4.22
1836,0.53,Very Good,H,61.3,61.0,1548,5.15,5.2,3.17
1837,1.03,Ideal,D,59.9,57.0,6460,6.61,6.68,3.98
1838,0.96,Good,F,63.7,54.0,3871,6.24,6.19,3.96
1839,0.71,Premium,E,62.1,59.0,2711,5.68,5.72,3.54
1840,1.1,Very Good,G,60.4,57.0,8724,6.7,6.77,4.07
1841,0.7,Very Good,H,60.0,57.0,2335,5.74,5.8,3.46
1842,1.04,Premium,F,60.1,59.0,6458,6.61,6.56,3.96
1843,0.34,Premium,I,62.1,57.0,612,4.48,4.44,2.77
1844,0.3,Very Good,D,62.8,59.0,710,4.26,4.28,2.68
1845,0.35,Very Good,G,62.9,58.0,706,4.48,4.49,2.82
1846,0.9,Ideal,H,62.6,57.0,3548,6.16,6.07,3.83
1847,1.0,Premium,G,59.4,62.0,4172,6.5,6.47,3.85
1848,0.97,Ideal,F,60.7,56.0,2856,6.43,6.41,3.9
1849,1.5,Ideal,H,62.0,55.0,10989,7.29,7.34,4.54
1850,0.78,Premium,I,61.9,58.0,2387,5.93,5.87,3.65
1851,0.31,Ideal,E,61.7,55.0,680,4.33,4.36,2.68
1852,0.7,Premium,F,61.0,59.0,2423,5.75,5.69,3.49
1853,1.04,Ideal,H,59.3,57.0,5416,6.64,6.58,3.92
1854,0.53,Premium,D,61.6,59.0,1753,5.2,5.16,3.19
1855,0.52,Ideal,H,61.7,53.0,1893,5.19,5.25,3.22
1856,0.5,Fair,E,55.3,65.0,1890,5.35,5.31,2.95
1857,0.9,Very Good,H,61.8,56.0,4136,6.16,6.18,3.81
1858,0.3,Good,H,63.7,55.0,776,4.27,4.24,2.71
1859,1.69,Very Good,E,62.7,58.0,17803,7.52,7.6,4.74
1860,0.35,Ideal,F,61.5,54.0,607,4.57,4.6,2.82
1861,0.38,Premium,E,60.7,59.0,1069,4.7,4.65,2.84
1862,0.72,Very Good,E,62.5,58.0,2618,5.68,5.72,3.56
1863,1.01,Very Good,F,63.4,55.0,8706,6.44,6.34,4.05
1864,0.56,Ideal,D,61.4,57.0,1723,5.31,5.34,3.27
1865,1.13,Ideal,G,61.2,57.0,9214,6.72,6.65,4.09
1866,0.71,Very Good,I,60.4,59.0,2003,5.76,5.79,3.49
1867,1.02,Very Good,E,60.5,60.0,7738,6.49,6.54,3.94
1868,1.23,Ideal,F,61.7,57.0,9547,6.94,6.9,4.27
1869,1.14,Premium,H,62.5,58.0,4948,6.71,6.67,4.18
1870,0.4,Ideal,F,62.3,57.0,1292,4.69,4.71,2.93
1871,0.63,Good,F,64.2,56.0,1240,5.4,5.34,3.45
1872,1.13,Ideal,D,62.3,54.0,12788,6.64,6.7,4.16
1873,1.97,Premium,H,62.9,59.0,17535,8.01,7.9,5.0
1874,2.02,Very Good,I,59.8,59.0,16192,8.21,8.3,4.94
1875,0.7,Very Good,E,62.0,59.0,2844,5.65,5.68,3.51
1876,1.22,Premium,H,60.6,58.0,5063,6.91,6.86,4.17
1877,1.0,Premium,F,61.6,60.0,5292,6.41,6.31,3.9
1878,1.09,Ideal,I,62.0,57.0,5158,6.64,6.58,4.1
1879,0.35,Premium,E,60.8,60.0,614,4.51,4.57,2.76
1880,0.33,Very Good,F,59.1,60.0,772,4.48,4.52,2.66
1881,0.42,Ideal,D,61.7,57.0,1132,4.8,4.82,2.97
1882,0.42,Ideal,D,61.8,56.0,1547,4.79,4.82,2.97
1883,0.34,Ideal,F,62.8,56.0,727,4.46,4.42,2.79
1884,1.03,Premium,E,62.4,58.0,7778,6.41,6.5,4.03
1885,0.51,Good,G,63.6,54.0,1129,5.08,5.05,3.22
1886,0.52,Ideal,E,61.3,56.0,1743,5.21,5.17,3.18
1887,0.81,Premium,G,61.2,60.0,3084,6.0,5.99,3.67
1888,2.04,Very Good,I,62.5,58.0,16874,8.09,8.22,5.1
1889,1.37,Premium,H,60.9,59.0,8424,7.17,7.24,4.39
1890,0.45,Good,D,63.7,61.0,1149,4.81,4.73,3.04
1891,0.53,Ideal,G,61.2,55.0,2005,5.19,5.23,3.19
1892,0.46,Very Good,G,62.8,57.0,1049,4.92,4.83,3.06
1893,1.24,Premium,F,62.2,58.0,9411,6.89,6.84,4.27
1894,1.13,Ideal,H,62.2,55.0,3678,6.65,6.69,4.15
1895,1.52,Premium,I,59.0,59.0,9057,7.53,7.46,4.42
1896,0.74,Premium,G,60.2,60.0,2621,5.84,5.82,3.51
1897,0.94,Very Good,F,62.4,58.0,3518,6.17,6.23,3.87
1898,1.0,Premium,F,62.1,59.0,5152,6.39,6.36,3.96
1899,1.01,Premium,I,61.6,59.0,3411,6.4,6.35,3.93
1900,0.32,Very Good,F,62.8,57.0,645,4.33,4.36,2.73
1901,1.03,Ideal,H,62.4,57.0,3172,6.43,6.36,4.0
1902,1.5,Good,E,64.3,58.0,17449,7.2,7.13,4.61
1903,0.25,Very Good,D,62.1,57.0,548,4.02,4.07,2.51
1904,0.31,Ideal,G,62.3,56.0,544,4.29,4.34,2.69
1905,1.53,Good,H,63.1,57.0,13248,7.25,7.34,4.6
1906,1.14,Ideal,F,61.7,55.0,9074,6.68,6.71,4.13
1907,0.62,Ideal,F,61.9,56.0,3499,5.46,5.48,3.38
1908,1.06,Ideal,G,61.0,57.0,4578,6.56,6.61,4.02
1909,0.32,Ideal,D,62.6,56.0,477,4.38,4.4,2.75
1910,0.23,Very Good,E,62.5,55.0,505,3.94,3.96,2.47
1911,1.03,Very Good,G,63.2,58.0,2988,6.44,6.34,4.04
1912,1.59,Ideal,J,62.4,55.0,8176,7.45,7.48,4.66
1913,1.76,Very Good,H,63.1,59.0,12288,7.69,7.59,4.82
1914,0.41,Ideal,E,61.7,56.0,1367,4.78,4.82,2.96
1915,0.42,Premium,F,60.0,59.0,992,4.88,4.85,2.92
1916,0.9,Good,F,63.2,61.0,3950,6.09,6.13,3.86
1917,1.01,Premium,E,60.8,58.0,4706,6.43,6.4,3.9
1918,1.51,Good,D,64.1,61.0,8706,7.18,7.14,4.59
1919,0.32,Ideal,H,63.0,55.0,720,4.42,4.4,2.78
1920,0.31,Good,E,60.9,61.0,725,4.32,4.35,2.64
1921,0.31,Very Good,E,61.4,60.0,816,4.34,4.36,2.67
1922,0.92,Premium,F,59.3,61.0,3864,6.36,6.29,3.75
1923,0.58,Ideal,F,59.9,59.0,1979,5.42,5.47,3.26
1924,1.17,Ideal,J,62.1,57.0,4617,6.74,6.81,4.21
1925,0.7,Premium,E,60.2,60.0,2822,5.73,5.7,3.44
1926,1.01,Very Good,D,62.7,57.0,7652,6.36,6.39,4.0
1927,1.16,Premium,F,60.5,59.0,5781,6.86,6.8,4.13
1928,0.52,Ideal,F,61.5,56.0,1981,5.19,5.21,3.2
1929,1.0,Premium,F,62.6,58.0,7114,6.37,6.4,4.0
1930,2.5,Fair,J,66.9,58.0,14652,8.36,8.22,5.55
1931,2.0,Very Good,J,62.1,63.0,8870,7.96,7.85,4.91
1932,1.01,Good,G,63.6,56.0,10181,6.31,6.24,3.99
1933,0.6,Premium,E,62.7,58.0,1915,5.37,5.34,3.36
1934,1.51,Ideal,E,59.8,59.0,13986,7.55,7.47,4.49
1935,1.2,Very Good,H,62.4,60.0,6199,6.75,6.71,4.2
1936,0.35,Premium,E,62.7,57.0,788,4.52,4.47,2.82
1937,0.7,Ideal,E,60.5,56.0,2375,5.8,5.77,3.5
1938,1.0,Premium,G,60.5,62.0,7392,6.44,6.39,3.88
1939,1.23,Ideal,G,62.0,57.0,9863,6.83,6.87,4.25
1940,1.04,Very Good,G,58.2,60.0,6766,6.66,6.71,3.89
1941,0.3,Very Good,G,60.6,58.0,684,4.35,4.36,2.64
1942,0.9,Very Good,D,63.0,56.0,5757,6.13,6.18,3.88
1943,1.73,Very Good,I,60.9,59.0,11554,7.71,7.68,4.69
1944,1.01,Premium,D,61.6,56.0,16234,6.46,6.43,3.97
1945,0.23,Very Good,E,59.6,65.0,378,3.95,3.97,2.36
1946,0.31,Premium,E,61.1,58.0,942,4.37,4.34,2.66
1947,0.31,Good,H,63.1,58.0,489,4.31,4.34,2.73
1948,1.1,Premium,E,60.7,55.0,6098,6.75,6.66,4.07
1949,2.3,Ideal,J,62.3,57.0,12316,8.41,8.34,5.22
1950,0.35,Very Good,H,60.1,56.0,567,4.61,4.64,2.78
1951,0.36,Ideal,F,60.1,57.0,789,4.62,4.67,2.79
1952,0.52,Ideal,F,61.6,56.0,1446,5.14,5.18,3.18
1953,0.52,Ideal,F,61.3,56.0,2123,5.19,5.22,3.19
1954,0.9,Very Good,E,60.4,59.0,4925,6.26,6.3,3.79
1955,1.01,Good,D,58.4,62.0,5700,6.48,6.5,3.79
1956,0.61,Very Good,D,60.9,56.0,2481,5.49,5.51,3.35
1957,0.4,Premium,G,59.3,59.0,702,4.8,4.82,2.85
1958,0.32,Premium,I,61.0,59.0,432,4.36,4.39,2.67
1959,0.4,Good,H,60.2,63.0,681,4.7,4.73,2.84
1960,0.41,Good,I,63.9,55.0,1061,4.74,4.71,3.02
1961,0.57,Ideal,H,62.2,56.0,2195,5.3,5.33,3.3
1962,0.26,Very Good,H,59.8,61.0,440,4.15,4.18,2.49
1963,1.03,Ideal,D,61.2,55.0,5804,6.51,6.57,4.0
1964,0.7,Very Good,F,62.1,57.0,1940,5.63,5.68,3.51
1965,0.21,Premium,E,60.5,59.0,386,3.87,3.83,2.33
1966,2.04,Good,J,59.6,56.0,13550,8.26,8.31,4.94
1967,1.27,Premium,G,62.4,56.0,4353,6.93,6.88,4.32
1968,0.39,Very Good,G,61.7,57.0,684,4.77,4.7,2.92
1969,1.01,Premium,H,61.6,59.0,4242,6.44,6.39,3.95
1970,1.24,Premium,F,60.1,59.0,9738,6.99,7.02,4.21
1971,0.52,Ideal,G,61.3,56.0,1150,5.19,5.22,3.19
1972,2.15,Very Good,H,62.8,58.0,17065,8.17,8.22,5.15
1973,1.13,Premium,I,62.0,58.0,4611,6.64,6.69,4.13
1974,0.31,Premium,H,61.0,58.0,1046,4.38,4.34,2.66
1975,0.52,Ideal,D,61.9,54.0,1629,5.13,5.18,3.19
1976,0.27,Ideal,D,61.9,57.0,799,4.18,4.15,2.58
1977,0.36,Ideal,I,61.6,55.0,523,4.6,4.65,2.85
1978,0.26,Ideal,E,62.0,56.0,599,4.1,4.13,2.55
1979,0.93,Ideal,E,61.9,56.0,5992,6.24,6.27,3.87
1980,0.9,Good,F,63.9,58.0,3604,6.12,6.08,3.9
1981,0.59,Ideal,F,61.7,54.0,1195,5.4,5.46,3.35
1982,0.92,Premium,I,61.4,58.0,3725,6.23,6.27,3.84
1983,2.01,Ideal,G,61.0,54.0,16922,8.01,8.13,4.92
1984,1.55,Premium,G,60.5,60.0,10499,7.49,7.46,4.52
1985,1.21,Premium,J,61.7,60.0,5531,6.85,6.82,4.22
1986,1.51,Good,G,64.2,54.0,11640,7.18,7.27,4.64
1987,2.52,Ideal,I,61.5,56.0,17231,8.76,8.69,5.37
1988,0.36,Premium,G,61.8,60.0,689,4.57,4.53,2.81
1989,0.35,Premium,J,62.2,58.0,460,4.49,4.54,2.81
1990,0.27,Ideal,F,61.8,53.0,583,4.18,4.2,2.59
1991,0.54,Ideal,F,61.1,55.0,2083,5.26,5.32,3.23
1992,0.62,Premium,F,61.3,60.0,1633,5.48,5.45,3.35
1993,0.23,Very Good,D,62.5,58.0,530,3.94,3.96,2.47
1994,0.31,Ideal,F,61.0,56.0,914,4.39,4.43,2.69
1995,0.4,Very Good,E,63.8,56.0,1142,4.68,4.72,3.0
1996,0.42,Very Good,G,60.1,61.0,847,4.79,4.86,2.9
1997,0.54,Ideal,G,61.7,56.0,1809,5.22,5.25,3.23
1998,0.92,Very Good,H,63.1,57.0,4173,6.2,6.17,3.9
1999,1.03,Good,E,63.3,59.0,7251,6.4,6.45,4.07
2000,0.28,Ideal,F,62.6,55.0,787,4.2,4.23,2.64
2001,0.34,Ideal,J,62.0,54.0,464,4.52,4.55,2.81
2002,1.05,Premium,G,60.1,60.0,3828,6.58,6.66,3.98
2003,0.4,Premium,H,62.1,62.0,855,4.73,4.7,2.93
2004,1.01,Very Good,F,61.9,59.0,10476,6.38,6.45,3.97
2005,0.3,Very Good,D,61.0,60.0,552,4.3,4.35,2.64
2006,0.38,Very Good,D,60.9,58.0,933,4.63,4.67,2.83
2007,1.0,Ideal,E,62.9,55.0,6871,6.4,6.36,4.01
2008,0.35,Ideal,D,60.7,56.0,829,4.56,4.6,2.78
2009,0.7,Ideal,H,60.9,56.0,3325,5.76,5.79,3.52
2010,2.02,Very Good,I,58.8,57.0,14620,8.21,8.29,4.85
2011,0.31,Premium,E,60.2,58.0,942,4.43,4.38,2.65
2012,0.32,Very Good,H,62.2,56.0,449,4.36,4.39,2.72
2013,0.73,Premium,F,60.6,59.0,2190,5.81,5.77,3.51
2014,1.7,Premium,E,59.8,59.0,9596,7.76,7.66,4.61
2015,1.52,Very Good,F,63.1,60.0,7320,7.25,7.21,4.56
2016,0.31,Ideal,E,60.4,61.0,710,4.37,4.44,2.66
2017,0.58,Ideal,F,61.8,56.0,2263,5.37,5.41,3.33
2018,1.21,Premium,G,60.9,59.0,4472,6.87,6.82,4.17
2019,0.7,Ideal,F,61.2,56.0,4114,5.73,5.78,3.52
2020,1.02,Fair,J,65.0,59.0,3119,6.34,6.24,4.08
2021,1.26,Very Good,G,63.0,59.0,6733,6.84,6.88,4.32
2022,0.24,Very Good,E,62.9,57.0,485,3.96,3.99,2.5
2023,2.03,Good,G,62.7,65.0,13621,8.17,7.92,5.06
2024,0.31,Ideal,E,61.5,56.0,865,4.36,4.39,2.69
2025,0.38,Very Good,D,60.8,55.0,944,4.67,4.71,2.85
2026,1.15,Ideal,H,62.0,57.0,4830,6.75,6.66,4.16
2027,0.7,Very Good,F,61.7,63.0,2737,5.61,5.64,3.47
2028,0.71,Very Good,G,62.8,58.0,3281,5.69,5.75,3.59
2029,0.41,Ideal,D,62.7,56.0,1413,4.77,4.74,2.98
2030,0.4,Ideal,E,61.7,57.0,1333,4.7,4.74,2.91
2031,1.0,Premium,F,62.6,58.0,4155,6.37,6.31,3.97
2032,0.3,Very Good,H,63.4,53.0,675,4.3,4.25,2.71
2033,0.32,Premium,F,59.7,59.0,421,4.43,4.48,2.66
2034,0.44,Ideal,H,61.9,56.0,1069,4.91,4.87,3.03
2035,0.52,Very Good,F,60.7,59.0,1600,5.14,5.18,3.13
2036,0.39,Premium,E,62.5,60.0,889,4.64,4.67,2.91
2037,1.0,Very Good,F,58.4,63.0,6021,6.58,6.47,3.81
2038,0.3,Very Good,I,60.1,63.0,675,4.31,4.28,2.58
2039,0.52,Ideal,E,61.4,54.0,1694,5.23,5.2,3.2
2040,0.32,Very Good,H,63.1,55.0,648,4.36,4.33,2.74
2041,0.6,Premium,E,59.9,61.0,1915,5.53,5.48,3.3
2042,0.27,Very Good,D,59.9,58.0,470,4.17,4.24,2.52
2043,0.75,Ideal,F,62.1,57.0,3081,5.8,5.82,3.61
2044,1.5,Fair,F,64.6,60.0,11154,7.18,7.1,4.61
2045,0.91,Good,G,63.2,58.0,4284,6.07,6.15,3.86
2046,1.54,Premium,H,61.8,59.0,10897,7.4,7.35,4.56
2047,0.3,Ideal,F,62.4,56.0,475,4.27,4.32,2.68
2048,0.95,Good,E,57.7,58.0,5272,6.47,6.52,3.75
2049,0.31,Premium,G,63.0,58.0,1046,4.32,4.29,2.71
2050,0.46,Ideal,H,61.2,56.0,1039,4.99,5.04,3.07
2051,1.13,Ideal,E,62.0,54.0,8404,6.7,6.66,4.14
2052,1.44,Ideal,G,63.2,55.0,6096,7.21,7.18,4.54
2053,0.5,Premium,E,61.5,56.0,1746,5.11,5.07,3.13
2054,0.4,Premium,D,62.1,60.0,855,4.75,4.69,2.93
2055,1.04,Fair,D,64.9,56.0,4398,6.39,6.34,4.13
2056,1.61,Ideal,H,62.3,56.0,9341,7.51,7.47,4.67
2057,1.12,Ideal,G,62.1,54.8,8701,6.64,6.66,4.13
2058,1.51,Good,I,63.7,58.0,9116,7.23,7.21,4.6
2059,1.26,Ideal,D,62.5,57.0,8256,6.9,6.85,4.3
2060,0.32,Premium,E,60.5,58.0,954,4.42,4.47,2.69
2061,1.83,Premium,H,60.4,59.0,10162,7.89,7.85,4.75
2062,0.52,Premium,F,62.2,58.0,1720,5.17,5.12,3.2
2063,0.28,Very Good,H,61.9,56.0,429,4.22,4.24,2.61
2064,0.73,Ideal,E,61.3,54.0,2431,5.8,5.88,3.58
2065,0.52,Ideal,E,62.0,55.0,1689,5.14,5.19,3.2
2066,1.02,Very Good,E,62.9,56.0,4398,6.36,6.43,4.02
2067,0.58,Fair,E,57.9,56.0,2192,5.52,5.49,3.19
2068,0.34,Ideal,G,61.1,57.0,952,4.47,4.51,2.75
2069,1.07,Good,F,64.3,59.0,3415,6.42,6.37,4.11
2070,1.01,Premium,F,59.5,62.0,4989,6.53,6.45,3.86
2071,0.3,Ideal,D,61.7,55.0,710,4.33,4.36,2.68
2072,0.32,Ideal,G,61.8,57.0,561,4.38,4.42,2.72
2073,1.04,Good,F,63.2,57.0,7399,6.41,6.44,4.06
2074,1.56,Good,F,57.5,58.0,9784,7.82,7.67,4.45
2075,1.54,Ideal,G,62.0,55.6,13110,7.35,7.44,4.59
2076,0.5,Premium,F,59.6,60.0,1378,5.15,5.12,3.06
2077,0.52,Very Good,D,63.5,57.0,1828,5.13,5.08,3.24
2078,0.53,Ideal,F,62.2,54.0,2175,5.19,5.22,3.24
2079,0.32,Ideal,G,62.3,55.0,718,4.41,4.39,2.74
2080,0.39,Ideal,J,61.0,56.0,568,4.71,4.73,2.88
2081,1.02,Premium,D,62.5,59.0,5998,6.4,6.34,3.98
2082,0.38,Ideal,E,61.2,57.0,812,4.71,4.67,2.87
2083,0.63,Premium,F,58.2,61.0,1960,5.68,5.62,3.29
2084,0.46,Fair,I,66.8,55.0,855,4.82,4.77,3.2
2085,0.31,Ideal,H,63.0,57.0,628,4.34,4.32,2.73
2086,0.91,Premium,E,61.1,59.0,3703,6.2,6.24,3.8
2087,0.39,Good,I,62.3,61.0,648,4.6,4.61,2.87
2088,0.32,Premium,E,61.2,58.0,672,4.42,4.37,2.69
2089,2.01,Premium,H,61.5,53.0,16733,8.13,8.03,4.97
2090,0.31,Very Good,G,61.5,59.0,462,4.34,4.38,2.68
2091,0.26,Ideal,H,62.1,56.0,448,4.13,4.15,2.56
2092,1.02,Very Good,D,62.7,58.0,6974,6.35,6.44,4.01
2093,0.8,Very Good,H,63.8,56.0,2739,5.85,5.91,3.75
2094,0.4,Premium,D,60.4,59.0,1323,4.77,4.76,2.88
2095,0.4,Ideal,F,61.6,55.0,619,4.73,4.75,2.92
2096,0.51,Premium,D,59.5,61.0,1406,5.19,5.16,3.08
2097,1.01,Very Good,D,61.8,60.0,4588,6.37,6.41,3.95
2098,0.5,Good,E,64.0,56.0,1090,5.03,4.97,3.2
2099,0.7,Premium,D,58.3,61.0,2167,5.74,5.7,3.33
2100,0.32,Ideal,E,61.4,56.0,1359,4.38,4.42,2.7
2101,0.41,Premium,E,60.9,60.0,1243,4.82,4.81,2.93
2102,0.4,Good,G,62.8,54.4,909,4.67,4.7,2.94
2103,0.52,Very Good,E,58.9,64.0,2092,5.23,5.3,3.1
2104,0.77,Very Good,F,62.8,58.0,3350,5.79,5.86,3.66
2105,0.9,Good,E,63.8,61.0,3332,6.08,6.05,3.87
2106,0.7,Ideal,G,60.9,56.0,2965,5.73,5.79,3.51
2107,0.29,Very Good,E,61.9,55.0,555,4.28,4.33,2.66
2108,0.54,Ideal,E,61.6,57.0,1410,5.23,5.26,3.23
2109,0.51,Very Good,J,62.5,56.0,1047,5.08,5.12,3.19
2110,0.3,Ideal,F,62.0,58.0,814,4.26,4.29,2.65
2111,1.1,Very Good,H,63.5,55.0,4682,6.55,6.49,4.14
2112,0.53,Ideal,E,61.8,56.0,1801,5.21,5.17,3.21
2113,1.02,Ideal,F,61.5,57.0,6306,6.48,6.5,3.99
2114,1.0,Very Good,E,60.1,60.0,5865,6.45,6.49,3.89
2115,1.11,Premium,D,62.0,58.0,6962,6.68,6.64,4.13
2116,0.77,Premium,G,61.3,57.0,2803,5.93,5.88,3.62
2117,0.28,Premium,E,58.7,60.0,780,4.34,4.31,2.54
2118,1.27,Ideal,G,62.0,58.0,8915,6.89,6.95,4.29
2119,0.71,Good,D,59.2,56.0,3524,5.84,5.85,3.46
2120,1.09,Premium,D,61.6,58.0,5799,6.61,6.57,4.06
2121,0.31,Ideal,D,62.1,54.0,804,4.4,4.36,2.72
2122,0.7,Premium,E,61.1,61.0,2215,5.74,5.69,3.49
2123,0.52,Good,D,63.9,58.0,1605,5.12,5.08,3.26
2124,1.31,Ideal,J,62.5,56.0,6337,6.95,7.04,4.37
2125,1.17,Ideal,G,61.9,56.0,9799,6.73,6.78,4.18
2126,1.0,Premium,H,59.1,60.0,4732,6.45,6.42,3.8
2127,1.04,Ideal,G,62.0,59.0,6286,6.43,6.5,4.01
2128,1.55,Ideal,I,62.6,56.0,9233,7.41,7.35,4.62
2129,2.0,Very Good,H,63.2,58.0,15984,7.95,7.93,5.02
2130,0.32,Very Good,H,62.3,56.0,672,4.35,4.37,2.72
2131,1.51,Premium,D,62.5,60.0,11760,7.27,7.23,4.54
2132,0.32,Premium,G,60.2,60.0,730,4.42,4.45,2.67
2133,0.72,Premium,F,59.3,57.0,2364,5.89,5.85,3.48
2134,1.5,Premium,E,61.7,58.0,8190,7.2,7.17,4.43
2135,0.38,Ideal,E,61.4,55.0,1300,4.68,4.7,2.88
2136,0.41,Very Good,D,63.2,57.0,947,4.77,4.73,3.0
2137,0.25,Ideal,G,62.1,56.0,525,4.02,4.05,2.5
2138,0.38,Premium,D,61.5,62.0,1117,4.63,4.6,2.84
2139,0.38,Ideal,G,62.0,55.0,532,4.66,4.69,2.9
2140,1.11,Premium,G,58.8,59.0,4692,6.8,6.76,3.99
2141,0.78,Good,H,63.7,60.0,2440,5.77,5.73,3.66
2142,0.32,Ideal,I,63.0,57.0,576,4.37,4.33,2.74
2143,0.7,Very Good,F,60.0,57.0,2767,5.8,5.87,3.5
2144,1.55,Premium,H,62.7,57.0,10827,7.42,7.36,4.63
2145,0.57,Ideal,F,61.7,55.0,2039,5.35,5.39,3.31
2146,1.21,Premium,E,63.0,57.0,6261,6.75,6.7,4.24
2147,0.75,Ideal,D,62.3,55.0,2898,5.83,5.8,3.62
2148,0.7,Ideal,G,62.3,57.0,2723,5.67,5.7,3.54
2149,0.97,Premium,D,60.4,61.0,3585,6.4,6.37,3.86
2150,0.38,Ideal,I,62.6,54.0,766,4.62,4.65,2.9
2151,1.3,Premium,J,61.5,58.0,5951,7.05,7.0,4.32
2152,0.78,Premium,D,60.4,57.0,3019,6.02,5.97,3.62
2153,0.41,Ideal,E,61.3,57.0,1367,4.77,4.79,2.93
2154,0.32,Good,H,64.3,58.0,912,4.33,4.28,2.77
2155,1.01,Very Good,E,61.1,57.0,4563,6.44,6.5,3.95
2156,0.33,Ideal,E,61.6,56.0,1002,4.46,4.43,2.74
2157,0.83,Premium,F,61.9,58.0,3408,6.05,6.01,3.73
2158,2.49,Premium,I,61.2,56.0,18325,8.76,8.7,5.34
2159,1.0,Premium,F,61.5,58.0,3920,6.41,6.38,3.93
2160,0.79,Ideal,D,61.3,54.0,3328,5.96,6.01,3.67
2161,1.03,Ideal,G,61.6,57.0,7876,6.48,6.51,4.0
2162,0.33,Ideal,E,61.5,57.0,928,4.47,4.41,2.73
2163,1.03,Premium,I,58.4,60.0,3288,6.6,6.58,3.85
2164,0.91,Very Good,E,61.8,60.0,5530,6.17,6.2,3.82
2165,0.71,Ideal,G,62.2,56.0,2023,5.7,5.74,3.56
2166,0.79,Premium,H,62.6,58.0,2827,5.96,5.9,3.71
2167,0.3,Ideal,H,61.2,57.0,776,4.32,4.31,2.64
2168,1.1,Premium,G,60.2,58.0,6653,6.75,6.71,4.05
2169,0.33,Ideal,E,61.8,55.0,928,4.48,4.45,2.76
2170,1.2,Very Good,I,60.0,60.0,5408,6.81,6.89,4.11
2171,1.02,Very Good,I,62.1,59.0,5013,6.37,6.44,3.98
2172,0.32,Ideal,I,60.3,56.0,576,4.45,4.44,2.68
2173,1.23,Good,J,63.6,60.0,4727,6.77,6.73,4.29
2174,0.82,Very Good,G,62.1,56.0,3528,5.94,5.98,3.7
2175,1.03,Ideal,H,61.2,56.0,6123,6.5,6.53,3.98
2176,0.31,Very Good,G,59.9,62.0,816,4.35,4.37,2.61
2177,0.33,Ideal,E,62.1,55.0,1289,4.43,4.46,2.76
2178,0.9,Ideal,I,62.0,56.0,3537,6.16,6.23,3.84
2179,0.41,Premium,G,59.1,58.0,719,4.83,4.88,2.87
2180,1.0,Very Good,E,61.9,57.0,6732,6.35,6.38,3.94
2181,0.53,Ideal,I,61.5,54.0,1038,5.22,5.26,3.22
2182,0.6,Premium,F,62.9,59.0,1323,5.39,5.31,3.37
2183,0.31,Good,F,63.2,56.0,512,4.27,4.31,2.71
2184,0.32,Ideal,F,60.3,57.0,912,4.42,4.44,2.67
